Numero sentences totale:                    ,1827
Numero sentences con 0 lemmi modali:        ,1744
Numero sentences con 1 lemma modale:        ,78
Numero sentences con 2 lemmi modali:        ,5
Numero sentences con 3 o piu' lemmi modali: ,0
Numero frasi trovate (almeno 2 occorrenze): ,5
